TICKER,DATA,VOLUME,FECHAMENTO_AJUSTADO,ROIC,VALOR_MERCADO,EBIT_EV
BRKM5,3/31/2019,67372917,42.11,0.24323,41544995314,0.14121
BRKM5,4/30/2019,120549018,39.53,0.24323,37799938756,0.15082
BRKM5,5/31/2019,153739342,35.4,0.2375,31865800764,0.16947
BRKM5,6/30/2019,52525264,28.98,0.2375,27913015887,0.18416
BRKM5,7/31/2019,97154916,28.16,0.2375,27594048790,0.18546
BRKM5,8/31/2019,88217358,23.35,0.19535,23120810334,0.16337
BRKM5,9/30/2019,47977997,26.91,0.19535,26160441634,0.15242
BRKM5,10/31/2019,43916787,23.56,0.19682,22793950726,0.16465
BRKM5,11/30/2019,59435985,23.81,0.1525,22594181891,0.10746
BRKM5,12/31/2019,68704987,25.39,0.1525,24560293859,0.10282
BRKM5,1/31/2020,152311117,26.84,0.1525,26602672183,0.0984
BRKM5,2/29/2020,173610119,22.88,0.1525,23293565077,0.10576
BRKM5,3/31/2020,60294668,14.65,0.1525,14426936462,0.13226
BRKM5,4/30/2020,59469385,17.98,0.05572,17553147499,-0.00148
BRKM5,5/31/2020,167247228,23.6,0.05572,22503277729,-0.00131
BRKM5,6/30/2020,76796998,19.75,0.06127,19053934521,-0.0394
BRKM5,7/31/2020,60751034,19.4,0.06127,19157924545,-0.03931
BRKM5,8/31/2020,59490836,18.11,0.02732,17955404535,-0.07593
BRKM5,9/30/2020,63397556,17.69,0.02732,15872376032,-0.07939
BRKM5,10/31/2020,57674555,19.43,0.02732,17851653538,-0.0761
BRKM5,11/30/2020,712029804,19.23,0.01543,18881020426,-0.09768
BRKM5,12/31/2020,43340155,20.05,0.01543,19535694594,-0.09639
BRKM5,1/31/2021,109498038,20.6,0.01543,19548017763,-0.09636
BRKM5,2/28/2021,129132031,26.59,0.01543,24279682512,-0.08797
BRKM5,3/31/2021,156658248,33.76,0.06825,31300100645,-0.00129
BRKM5,4/30/2021,355722277,44.66,0.06825,44553169160,-0.00104
BRKM5,5/31/2021,149867112,42.59,0.15447,40981603479,0.09425
BRKM5,6/30/2021,200204680,50.66,0.15447,46333467081,0.08726
BRKM5,7/31/2021,107439651,49.13,0.15447,45790953735,0.08792
BRKM5,8/31/2021,539805341,56.14,0.31388,48666432377,0.23625
BRKM5,9/30/2021,293021926,50.48,0.31388,46747636208,0.24298
BRKM5,10/31/2021,94234097,46.33,0.31388,41957632705,0.26161
BRKM5,11/30/2021,294076742,42.58,0.42335,39717800180,0.39957
BRKM5,12/31/2021,201490876,55.4,0.42335,45546236853,0.36348
BRKM5,1/31/2022,203937304,47.27,0.42335,39183424722,0.40324
BRKM5,2/28/2022,102878157,45.88,0.42335,37500205827,0.41526
BRKM5,3/31/2022,133420663,42.58,0.53455,35871514362,0.44342
BRKM5,4/30/2022,93225503,40.22,0.53455,31982398726,0.47487
BRKM5,5/31/2022,204052585,44.5,0.45651,34810388684,0.43001
BRKM5,6/30/2022,99650241,37.24,0.45651,30435519284,0.46818
BRKM5,7/31/2022,147504803,36.69,0.45651,29750907633,0.47478
BRKM5,8/31/2022,175370276,30.45,0.3361,27674143531,0.3226
BRKM5,9/30/2022,59501760,26.24,0.3361,22597583411,0.36027
BRKM5,10/31/2022,159549764,33.71,0.3361,25814675696,0.33545
BRKM5,11/30/2022,119638396,28.14,0.18387,22971334069,0.22064
BRKM5,12/31/2022,66508108,23.76,0.18387,19623677800,0.23855
BRKM5,1/31/2023,60186649,23.33,0.18387,18202895719,0.24707
BRKM5,2/28/2023,666650101,20.12,0.18387,16275182862,0.25964
BRKM5,3/31/2023,43905828,19.36,0.08164,15978636390,0.11607
BRKM5,4/30/2023,53556805,19.79,0.08164,16038710853,0.11588
BRKM5,5/31/2023,75549385,22.46,0.02836,18162532970,0.02458
BRKM5,6/30/2023,162933401,27.86,0.02836,23115494088,0.02191
BRKM5,7/31/2023,73622430,25.4,0.02836,19941484219,0.02355
BRKM5,8/31/2023,44190618,22.24,-0.03648,18496010704,-0.05679
BRKM5,9/30/2023,55529730,20.52,-0.03648,17085099886,-0.05884
BRKM5,10/18/2023,30836945,18.21,-0.03648,15400128668,-0.06149
BRPR3,11/30/2011,16040564,587.9,0.21575,3096068800,0.40135
BRPR3,12/31/2011,9165885,603.9,0.21575,3330074000,0.37993
BRPR3,1/31/2012,26035368,621.85,0.21575,3393075400,0.37454
BRPR3,2/29/2012,47213476,719.78,0.21575,3933087400,0.33399
BRPR3,3/31/2012,47846096,765.16,0.09681,4219293760,0.1391
BRPR3,4/30/2012,21631299,772.01,0.09681,4253494520,0.1382
BRPR3,5/31/2012,403231176,753.69,0.0814,7125791000,0.13991
BRPR3,6/30/2012,31388825,780.02,0.0814,7342662900,0.13711
BRPR3,7/31/2012,14042916,786.6,0.0814,7342662900,0.13711
BRPR3,8/31/2012,50309700,812.93,0.10284,7524944750,0.16126
BRPR3,9/30/2012,55345629,870.53,0.10284,8207620150,0.15256
BRPR3,10/31/2012,28422769,875.47,0.10284,8210723220,0.15252
BRPR3,11/30/2012,54479723,829.39,0.11477,7664582900,0.18089
BRPR3,12/31/2012,35775694,839.26,0.11477,7912828500,0.17728
BRPR3,1/31/2013,43070848,850.78,0.11477,7990405250,0.17617
BRPR3,2/28/2013,46904439,809.64,0.11998,7463131350,0.18763
BRPR3,3/31/2013,50149977,737.24,0.11998,6980131200,0.19541
BRPR3,4/30/2013,80671364,733.94,0.11998,7029989280,0.19457
BRPR3,5/31/2013,69413481,707.78,0.09776,6824324700,0.14784
BRPR3,6/30/2013,55030006,640.07,0.09776,5920647000,0.16035
BRPR3,7/31/2013,20154372,636.7,0.09776,5961156690,0.15974
BRPR3,8/31/2013,72576442,611.44,0.07625,5674651950,0.12066
BRPR3,9/30/2013,24491821,663.65,0.07625,6237427350,0.11462
BRPR3,10/31/2013,31325759,640.07,0.07625,5877876400,0.1184
BRPR3,11/30/2013,40711939,648.49,0.06587,6018570250,0.09122
BRPR3,12/31/2013,34139131,626.6,0.06587,5815345800,0.09302
BRPR3,1/31/2014,21450009,570,0.06587,5365125480,0.09725
BRPR3,2/28/2014,89339615,572.7,0.05161,5199419390,0.07261
BRPR3,3/31/2014,32583413,627.61,0.05161,5690284600,0.06914
BRPR3,4/30/2014,50921056,599.98,0.05161,5630880530,0.06954
BRPR3,5/31/2014,63568524,621.73,0.04853,5596488700,0.06749
BRPR3,6/30/2014,32452538,652.62,0.04853,4142652250,0.07855
BRPR3,7/31/2014,17066216,687.93,0.04853,4470937900,0.07575
BRPR3,8/31/2014,27240540,730.58,0.06432,4433331100,0.09476
BRPR3,9/30/2014,23459393,637.42,0.06432,3823376150,0.10196
BRPR3,10/31/2014,15905608,613.89,0.06432,3659729700,0.10409
BRPR3,11/30/2014,32263855,536.91,0.07365,3265596600,0.11747
BRPR3,12/31/2014,6244203,502.58,0.07365,3056837000,0.12118
BRPR3,1/31/2015,30859947,436.88,0.07365,2657211480,0.12897
BRPR3,2/28/2015,32459941,568.29,0.08256,3456462520,0.12178
BRPR3,3/31/2015,10649590,640.86,0.08256,3951521000,0.11377
BRPR3,4/30/2015,17462957,515.33,0.08256,3364011840,0.1234
BRPR3,5/31/2015,10693045,528.44,0.0927,3146305400,0.13888
BRPR3,6/30/2015,3717972,524.43,0.0927,3128411720,0.13924
BRPR3,7/31/2015,9975140,568.51,0.0927,3441551120,0.13323
BRPR3,8/31/2015,9517329,505.9,0.07707,3086659800,0.11097
BRPR3,9/30/2015,11633585,535.95,0.07707,3146305400,0.11003
BRPR3,10/31/2015,15746196,591.05,0.07707,3519090400,0.10449
BRPR3,11/30/2015,30467165,523.43,0.04126,3098588920,0.03399
BRPR3,12/31/2015,62970433,522.31,0.04126,2511079760,0.03699
BRPR3,1/31/2016,2964819,505.56,0.04126,2430558200,0.03744
BRPR3,2/29/2016,3090970,491.29,0.00837,2427575920,-0.01429
BRPR3,3/31/2016,6548037,545.88,0.00837,2684052000,-0.01357
BRPR3,4/30/2016,49170599,637.07,0.00837,3062801560,-0.01263
BRPR3,5/31/2016,13677720,511.76,-0.02113,2415646800,-0.07811
BRPR3,6/30/2016,5327436,465.24,-0.02113,2278461920,-0.08066
BRPR3,7/31/2016,4912659,559.53,-0.02113,2690016560,-0.07348
BRPR3,8/31/2016,2858946,524.17,-0.03341,2525991160,-0.10536
BRPR3,9/30/2016,3477417,530.37,-0.03341,2466345560,-0.10679
BRPR3,10/31/2016,2610553,532.85,-0.03341,2546867120,-0.10487
BRPR3,11/30/2016,6870401,490.05,-0.00846,2302320160,-0.01321
BRPR3,12/31/2016,4770565,465.24,-0.00846,2236710000,-0.01342
BRPR3,1/31/2017,4350154,494.39,-0.00846,2370912600,-0.013
BRPR3,2/28/2017,6553817,586.2,0.02109,2818254600,0.02675
BRPR3,3/31/2017,2831702,568.21,0.02109,2678087440,0.02749
BRPR3,4/30/2017,6547957,585.58,0.02109,2815272320,0.02677
BRPR3,5/31/2017,9156278,543.49,0.03587,2636335520,0.04156
BRPR3,6/30/2017,10429368,560.27,0.03587,2737733040,0.04069
BRPR3,7/31/2017,7223433,606.29,0.03587,2952457200,0.03898
BRPR3,8/31/2017,8606378,683.4,0.04091,3262614320,0.03902
BRPR3,9/30/2017,3002475,694.59,0.04091,3331206760,0.03854
BRPR3,10/31/2017,7688718,649.2,0.04091,3143323120,0.03987
BRPR3,11/30/2017,7179910,684.02,0.03339,4559912000,0.02751
BRPR3,12/31/2017,15607253,659.15,0.03339,4315631000,0.02861
BRPR3,1/31/2018,16956951,689,0.03339,4511055800,0.02773
BRPR3,2/28/2018,7665076,558.41,0.05626,3668286350,0.08917
BRPR3,3/31/2018,4369051,562.14,0.05626,3680500400,0.08897
BRPR3,4/30/2018,2391645,553.43,0.05626,3704928500,0.08857
BRPR3,5/31/2018,6739254,484.59,0.04104,3114582750,0.08698
BRPR3,6/30/2018,2742009,576.44,0.04104,3704928500,0.0777
BRPR3,7/31/2018,1773168,571.37,0.04104,3745642000,0.07714
BRPR3,8/31/2018,3477949,582.77,0.04095,3753784700,0.07579
BRPR3,9/30/2018,902393,484.59,0.04095,3114582750,0.08535
BRPR3,10/31/2018,2739904,494.72,0.04095,3220437850,0.0836
BRPR3,11/30/2018,5717203,487.12,0.04393,3216366500,0.08609
BRPR3,12/31/2018,10484162,519.43,0.04393,3338507000,0.08411
BRPR3,1/31/2019,11308410,557.43,0.04393,3582788000,0.08041
BRPR3,2/28/2019,4079424,554.9,0.03849,3607216100,0.09239
BRPR3,3/31/2019,3986430,563.77,0.03849,3623501500,0.09212
BRPR3,4/30/2019,4170954,554.26,0.03849,3546145850,0.0934
BRPR3,5/31/2019,13035951,555.53,0.02412,3509503700,0.08995
BRPR3,6/30/2019,5549775,623.94,0.02412,4010279750,0.08258
BRPR3,7/31/2019,4543083,635.98,0.02412,4091706750,0.08149
BRPR3,8/31/2019,7666857,696.79,0.0313,4478485000,0.07813
BRPR3,9/30/2019,3504887,746.83,0.0313,4796050300,0.07434
BRPR3,10/31/2019,13859441,769.64,0.03484,4967047000,0.07015
BRPR3,11/30/2019,26976596,815.24,0.03484,5239827450,0.06741
BRPR3,12/31/2019,26220128,917.23,0.03484,5895314800,0.06162
BRPR3,1/31/2020,33101287,986.27,0.03484,6363520050,0.05807
BRPR3,2/29/2020,59359250,872.89,0.06511,6773007800,0.10605
BRPR3,3/31/2020,16832671,580.24,0.06511,4836458400,0.14428
BRPR3,4/30/2020,38152879,559.16,0.06511,4580873200,0.15149
BRPR3,5/31/2020,27280306,552.12,0.07882,4241731300,0.15965
BRPR3,6/30/2020,18807067,570.67,0.07882,4403929600,0.15441
BRPR3,7/31/2020,22258962,593.07,0.07882,4654599700,0.14695
BRPR3,8/31/2020,17174808,586.03,0.0672,4546467500,0.14927
BRPR3,9/30/2020,29758848,575.79,0.0672,4364608800,0.15485
BRPR3,10/31/2020,41560475,554.68,0.0672,4261391700,0.1582
BRPR3,11/30/2020,21946844,672.4,0.05708,5278817400,0.12961
BRPR3,12/31/2020,12108133,633.37,0.05708,4865949000,0.13977
BRPR3,1/31/2021,19978447,575.79,0.05708,4423590000,0.15258
BRPR3,2/28/2021,22331008,520.77,0.02543,4000891400,0.07043
BRPR3,3/31/2021,19656438,553.33,0.02543,4315457800,0.06632
BRPR3,4/30/2021,17163732,583.45,0.02543,4502231600,0.06409
BRPR3,5/31/2021,11638544,624.43,0.02539,4654599700,0.0535
BRPR3,6/30/2021,34343894,596.46,0.02539,4472741000,0.05504
BRPR3,7/31/2021,12399382,561.98,0.02539,4246646400,0.05709
BRPR3,8/31/2021,31604635,544.42,0.02858,4005806500,0.06717
BRPR3,9/30/2021,21107005,516.45,0.02858,3995976300,0.06728
BRPR3,10/31/2021,13911688,468.97,0.02858,3543787100,0.07285
BRPR3,11/30/2021,16503098,468.32,0.033,3461368000,0.07497
BRPR3,12/31/2021,12316825,475.47,0.033,3466109600,0.07491
BRPR3,1/31/2022,8001501,470.92,0.033,3394985600,0.07593
BRPR3,2/28/2022,15172929,491.08,0.01615,3579908000,0.03252
BRPR3,3/31/2022,26852678,579.37,0.01615,4191574400,0.02929
BRPR3,4/30/2022,16382778,587.75,0.01615,4234248800,0.02909
BRPR3,5/31/2022,24397262,580.51,0.01555,4167866400,0.03068
BRPR3,6/30/2022,13822996,582.49,0.01555,4182091200,0.03061
BRPR3,7/31/2022,13041418,554.19,0.01555,3992427200,0.03157
BRPR3,8/31/2022,27663060,538.39,-0.15439,3888112000,-0.28985
BRPR3,9/30/2022,24406258,546.95,-0.15439,3892853600,-0.28962
BRPR3,10/31/2022,8663544,576.89,-0.15439,2825993600,-0.35109
BRPR3,11/30/2022,14713338,565.74,-0.30197,2805169280,-1.43649
BRPR3,12/31/2022,34285218,606.61,-0.30197,3032740960,-1.21669
BRPR3,1/31/2023,13122439,563.88,-0.30197,2805169280,-1.43649
BRPR3,2/28/2023,20831704,558.03,-0.33454,2818881200,-0.77161
BRPR3,3/31/2023,59600425,544.33,-0.33454,2761982000,-0.78937
BRPR3,4/30/2023,11180821,277.8,-0.33454,752136300,-4.21781
BRPR3,5/31/2023,4848785,267.81,-0.85006,775034250,-5.63317
BRPR3,6/30/2023,2856361,355.68,-0.85006,923887270,-4.03291
BRPR3,7/31/2023,10153471,361.33,-0.85006,908909080,-4.15162
BRPR3,8/31/2023,5699776,360,-0.06358,35501794,-0.26303
BRPR3,9/30/2023,2138351,630,-0.06358,292597200,-0.21254
BRPR3,10/18/2023,1384852,131.17,-0.06358,71988200,-0.25445
CAML3,1/31/2018,17340114,6.27,0.09833,3075389070,0.09872
CAML3,2/28/2018,7313997,6.79,0.09833,3333721752,0.09252
CAML3,3/31/2018,44267749,6.29,0.09833,3054886476,0.09925
CAML3,4/30/2018,6662025,6.84,0.09833,3235309302,0.09479
CAML3,5/31/2018,18876126,6.68,0.10463,3247610858,0.10377
CAML3,6/30/2018,12859312,5.57,0.10463,2706342382,0.12074
CAML3,7/31/2018,1350825,5.34,0.08701,2640734081,0.10703
CAML3,8/31/2018,4654728,5.84,0.08701,2755548607,0.10341
CAML3,9/30/2018,1355377,5.96,0.08701,2878564170,0.09979
CAML3,10/31/2018,4399510,6.98,0.08617,3337822271,0.0884
CAML3,11/30/2018,3362185,6.12,0.08617,2833458463,0.10059
CAML3,12/31/2018,7965189,6.07,0.08617,2890865726,0.09904
CAML3,1/31/2019,4589422,6.47,0.1011,3108193220,0.09672
CAML3,2/28/2019,3033218,6.19,0.1011,2956474026,0.1005
CAML3,3/31/2019,3905197,5.86,0.1011,2792453276,0.10494
CAML3,4/30/2019,5741229,5.98,0.1011,2833458463,0.10379
CAML3,5/31/2019,9185848,5.86,0.10516,2784252238,0.10008
CAML3,6/30/2019,12573770,6.23,0.10516,2944172470,0.09606
CAML3,7/31/2019,6769937,6.44,0.09054,3095891664,0.08804
CAML3,8/31/2019,5034040,5.74,0.09054,2702241863,0.09704
CAML3,9/30/2019,2791684,5.89,0.09054,2747347569,0.09591
CAML3,10/31/2019,4820719,5.67,0.0818,2640734081,0.07987
CAML3,11/30/2019,24197036,6.59,0.0818,3083590108,0.07192
CAML3,12/31/2019,10114534,7.93,0.0818,3694567403,0.06323
CAML3,1/31/2020,8064708,7.91,0.07528,3370700000,0.05748
CAML3,2/29/2020,17935012,7.44,0.07528,3130200000,0.06036
CAML3,3/31/2020,9557802,6.88,0.07528,2926700000,0.06304
CAML3,4/30/2020,24043288,7.21,0.07528,3278200000,0.05856
CAML3,5/31/2020,16455707,8.77,0.0765,3674100000,0.06215
CAML3,6/30/2020,15254627,9.94,0.0765,4144000000,0.05661
CAML3,7/31/2020,9506289,10.91,0.06423,4551000000,0.06932
CAML3,8/31/2020,13742530,11.3,0.06423,4758200000,0.06695
CAML3,9/30/2020,14204762,11.07,0.06423,4606500000,0.06867
CAML3,10/31/2020,28836761,10.74,0.08619,4473300000,0.08755
CAML3,11/30/2020,26865359,9.9,0.08619,4321600000,0.08986
CAML3,12/31/2020,18781112,10.23,0.08619,4095900000,0.09354
CAML3,1/31/2021,19765735,9.78,0.0985,3918300000,0.11395
CAML3,2/28/2021,17833927,9.64,0.0985,3859100000,0.11522
CAML3,3/31/2021,16965976,9.49,0.0985,3785100000,0.11684
CAML3,4/30/2021,14155922,9.29,0.0985,3748100000,0.11766
CAML3,5/31/2021,11319990,9.33,0.10796,3663000000,0.12665
CAML3,6/30/2021,9135791,8.89,0.10796,3574200000,0.12898
CAML3,7/31/2021,14132129,8.3,0.10123,3293000000,0.13278
CAML3,8/31/2021,13657142,8.86,0.10123,3522400000,0.12646
CAML3,9/30/2021,13897382,9.26,0.10123,3592700000,0.12464
CAML3,10/31/2021,22734508,9.08,0.09782,3581600000,0.11972
CAML3,11/30/2021,24243577,8.97,0.09782,3478000000,0.12228
CAML3,12/31/2021,21127782,10.74,0.09782,4210600000,0.10624
CAML3,1/31/2022,24004661,8.44,0.07847,3285600000,0.10839
CAML3,2/28/2022,14011144,8.63,0.07847,3385500000,0.10632
CAML3,3/31/2022,10110840,9.16,0.07847,3570500000,0.10269
CAML3,4/30/2022,10194860,8.15,0.07847,3174600000,0.11079
CAML3,5/31/2022,21779979,9.19,0.0961,3333700000,0.12407
CAML3,6/30/2022,10477186,9.49,0.0961,3670400000,0.11643
CAML3,7/31/2022,10585817,8.82,0.10169,3294000000,0.1224
CAML3,8/31/2022,8186827,9.65,0.10169,3639600000,0.11527
CAML3,9/30/2022,9516522,9.2,0.10169,3405600000,0.12
CAML3,10/31/2022,15444012,9.9,0.09678,3636000000,0.11067
CAML3,11/30/2022,11330855,8.83,0.09678,3351600000,0.11597
CAML3,12/31/2022,10790671,8.09,0.09678,2980800000,0.12369
CAML3,1/31/2023,15082449,8.1,0.10875,2840400000,0.13223
CAML3,2/28/2023,9623930,7.9,0.10875,2865600000,0.13167
CAML3,3/31/2023,12758425,6.69,0.10875,2545200000,0.1392
CAML3,4/30/2023,12162958,7.09,0.10875,2592000000,0.13804
CAML3,5/31/2023,8694303,6.88,0.08978,2429000000,0.12747
CAML3,6/30/2023,15917703,7.01,0.08978,2432500000,0.12739
CAML3,7/31/2023,9857295,7.23,0.08757,2548000000,0.10756
CAML3,8/31/2023,19767451,8.44,0.08757,3185000000,0.097
CAML3,9/30/2023,8906548,7.69,0.08757,2691500000,0.10499
CAML3,10/18/2023,4789284,7.03,0.07765,2544500000,0.10744
CASH3,11/30/2020,659230,16.33,0.49962,911059440,0.02776
CASH3,12/31/2020,6320064,24.99,0.49962,1395408387,0.01797
CASH3,1/31/2021,86607690,45.95,0.49962,2565840872,0.00971
CASH3,2/28/2021,139243797,46.95,0.49962,2621620022,0.0095
CASH3,3/31/2021,72263289,40.95,0.49962,2174457174,0.01147
CASH3,4/30/2021,147010082,55.1,0.05559,4149531060,0.00746
CASH3,5/31/2021,110226329,68.45,0.04283,5019390100,0.00497
CASH3,6/30/2021,139824403,82.15,0.04283,6353258250,0.00389
CASH3,7/31/2021,279658667,113.17,0.04283,8584800700,0.00285
CASH3,8/31/2021,302875630,67.8,0.0108,5082606600,0.00133
CASH3,9/30/2021,314650491,60.1,0.0108,4741237500,0.00143
CASH3,10/31/2021,119524342,33.1,0.0108,2510959380,0.00281
CASH3,11/30/2021,170473125,29.9,-0.01308,440639570,0.07093
CASH3,12/31/2021,210561390,32.4,-0.01308,2603657520,-0.00447
CASH3,1/31/2022,156330143,29.1,-0.01308,2274182340,-0.00533
CASH3,2/28/2022,67322375,23.6,-0.01308,1896491280,-0.00685
CASH3,3/31/2022,119018125,25.6,-0.07292,2177750580,-0.04075
CASH3,4/30/2022,68980717,18.8,-0.07292,1510764240,-0.06798
CASH3,5/31/2022,29385512,19,-0.1017,1575193200,-0.08498
CASH3,6/30/2022,26206942,10.8,-0.1017,900110400,-0.22932
CASH3,7/31/2022,24745692,10.5,-0.1017,843853500,-0.26713
CASH3,8/31/2022,54533804,13.1,-0.1343,1089794249,-0.43837
CASH3,9/30/2022,38140896,11.3,-0.1343,925460196,-0.9172
CASH3,10/31/2022,49871073,12,-0.1343,1011951803,-0.58239
CASH3,11/30/2022,53237996,11.2,-0.17763,977364407,-0.7564
CASH3,12/31/2022,29121530,11.8,-0.17763,1020610620,-0.63562
CASH3,1/31/2023,24079522,11.1,-0.17763,942767437,-0.89198
CASH3,2/28/2023,24956510,8.7,-0.17763,761133344,-15.14005
CASH3,3/31/2023,14627480,10.1,-0.15983,873581258,-1.08574
CASH3,4/30/2023,14592896,8.6,-0.15983,743841468,-240.96386
CASH3,5/31/2023,8232152,8.9,-0.18319,778662399,-1.02202
CASH3,6/30/2023,12539597,7.81,-0.18319,679166645,-2.94863
CASH3,7/31/2023,66107163,9.93,-0.18319,828842862,-0.76871
CASH3,8/31/2023,17898890,6.72,-0.16051,596109323,-0.61726
CASH3,9/30/2023,11874924,6.42,-0.16051,555445842,-0.77338
CASH3,10/18/2023,11989821,6.43,-0.16051,551119940,-0.79476
CBAV3,11/30/2021,87293447,10.91,0.01542,8037791662,0.07374
CBAV3,12/31/2021,78415513,12.46,0.01542,8145041662,0.07293
CBAV3,1/31/2022,35281780,15.81,0.01542,10069583328,0.06101
CBAV3,2/28/2022,36632620,18.2,0.01542,11892833327,0.05283
CBAV3,3/31/2022,39834085,18.28,0.16961,12095416660,0.10059
CBAV3,4/30/2022,70382040,15.62,0.16961,10212583328,0.11695
CBAV3,5/31/2022,74798118,15.2,0.18101,9563124995,0.15367
CBAV3,6/30/2022,45028463,10.74,0.18101,7018916663,0.20131
CBAV3,7/31/2022,42831615,10.43,0.18101,6703124996,0.20937
CBAV3,8/31/2022,25437938,11.91,0.21638,7793499996,0.20364
CBAV3,9/30/2022,40049218,10.61,0.21638,6792499996,0.22841
CBAV3,10/31/2022,33455743,10.24,0.21638,6458833330,0.23806
CBAV3,11/30/2022,78748564,11.22,0.20264,6530333330,0.23781
CBAV3,12/31/2022,37093899,10.79,0.20264,6881874996,0.22777
CBAV3,1/31/2023,33929626,11.87,0.20264,7376416663,0.21499
CBAV3,2/28/2023,26975212,9.74,0.20264,6202624997,0.24801
CBAV3,3/31/2023,16301845,7.08,0.11329,4528333331,0.17861
CBAV3,4/30/2023,18065144,5.28,0.11329,3145999998,0.22841
CBAV3,5/31/2023,33625808,5.2,0.0851,3205583332,0.15065
CBAV3,6/30/2023,40587357,5.04,0.0851,2991083332,0.15669
CBAV3,7/31/2023,45005772,5.3,0.0851,2967249998,0.15739
CBAV3,8/31/2023,22560739,4.28,-0.01065,2532291665,-0.00428
CBAV3,9/30/2023,21529692,4.57,-0.01065,2722958332,-0.00412
CBAV3,10/18/2023,25065335,3.81,-0.01065,2484624999,-0.00432
CCRO3,11/30/2011,72336587,7.47,0.15819,19756920768,0.07439
CCRO3,12/31/2011,56742081,7.9,0.15819,21575475584,0.06952
CCRO3,1/31/2012,88113844,7.86,0.15819,21010487680,0.07096
CCRO3,2/29/2012,50536315,8.87,0.15819,24294479872,0.06332
CCRO3,3/31/2012,51576771,9.56,0.18043,26095378816,0.07054
CCRO3,4/30/2012,45217579,9.6,0.18043,26377872768,0.06993
CCRO3,5/31/2012,97382727,10.19,0.1823,27154731136,0.07259
CCRO3,6/30/2012,71110822,10.6,0.1823,28832038976,0.06909
CCRO3,7/31/2012,95206640,11.1,0.1823,31197925824,0.06469
CCRO3,8/31/2012,85896706,11.84,0.17128,31462763904,0.06561
CCRO3,9/30/2012,146000567,11.91,0.17128,32398525120,0.06403
CCRO3,10/31/2012,52381916,11.94,0.17128,32398525120,0.06403
CCRO3,11/30/2012,107533361,12.28,0.17406,32151342912,0.06426
CCRO3,12/31/2012,54693869,13.01,0.17406,34340671040,0.06081
CCRO3,1/31/2013,114239401,13.74,0.17406,36194537600,0.05816
CCRO3,2/28/2013,81890310,13.27,0.17406,35276432256,0.05944
CCRO3,3/31/2013,117276064,13.73,0.16181,36265161088,0.05736
CCRO3,4/30/2013,97741338,13.26,0.16181,34199424064,0.06022
CCRO3,5/31/2013,139506720,13.1,0.1705,34499573888,0.062
CCRO3,6/30/2013,137648345,11.87,0.1705,31250893440,0.06734
CCRO3,7/31/2013,65072477,12,0.1705,31780569600,0.06641
CCRO3,8/31/2013,84831046,11.64,0.17284,30632937920,0.07117
CCRO3,9/30/2013,61915101,12.09,0.17284,31250893440,0.07
CCRO3,10/31/2013,61017417,12.98,0.19352,32945857152,0.07131
CCRO3,11/30/2013,58517000,12.89,0.19352,32663363200,0.07183
CCRO3,12/31/2013,43496100,12.38,0.19352,31374484544,0.07431
CCRO3,1/31/2014,48854479,10.83,0.19352,27313633984,0.08335
CCRO3,2/28/2014,81588075,11.2,0.19352,29308747520,0.07865
CCRO3,3/31/2014,72425095,12.14,0.17033,30562314432,0.07255
CCRO3,4/30/2014,45978420,12.2,0.17033,30827152512,0.07205
CCRO3,5/31/2014,78735374,12.28,0.16321,31021367104,0.07364
CCRO3,6/30/2014,47438346,12.58,0.16321,31868848960,0.07203
CCRO3,7/31/2014,62651757,12.47,0.16321,32133687040,0.07154
CCRO3,8/31/2014,77665645,14.16,0.15985,35770796672,0.06494
CCRO3,9/30/2014,130980821,12.23,0.15985,29220468160,0.07661
CCRO3,10/31/2014,175917260,13.45,0.16608,31692290240,0.07086
CCRO3,11/30/2014,72199077,12.87,0.16608,31162614080,0.07184
CCRO3,12/31/2014,51352539,11.23,0.16608,27207698752,0.08006
CCRO3,1/31/2015,162502051,11.14,0.16608,26978172416,0.08059
CCRO3,2/28/2015,91152113,12.15,0.16608,29432338624,0.07521
CCRO3,3/31/2015,132873005,11.88,0.159,29238124032,0.07515
CCRO3,4/30/2015,90295871,12.14,0.159,28443609792,0.07675
CCRO3,5/31/2015,104978461,11.29,0.1427,27260666368,0.07595
CCRO3,6/30/2015,92895378,10.91,0.1427,26730990208,0.07707
CCRO3,7/31/2015,81570289,11.13,0.1427,26077722944,0.0785
CCRO3,8/31/2015,88907954,10.88,0.14103,27119419392,0.07608
CCRO3,9/30/2015,121555913,8.9,0.14103,20763305472,0.09196
CCRO3,10/31/2015,82157057,9.23,0.13227,21398916864,0.08821
CCRO3,11/30/2015,92125831,9.76,0.13227,23252783424,0.08331
CCRO3,12/31/2015,38651183,9.59,0.13227,22158119360,0.08614
CCRO3,1/31/2016,76751220,9.77,0.13227,22564204416,0.08507
CCRO3,2/29/2016,68408598,9.65,0.1275,21752034304,0.08126
CCRO3,3/31/2016,94845861,10.95,0.1275,25318520448,0.07346
CCRO3,4/30/2016,76808297,12.63,0.1275,28567200896,0.06755
CCRO3,5/31/2016,71421102,11.9,0.13454,26836925440,0.0741
CCRO3,6/30/2016,124930987,13.11,0.13454,29820767808,0.06884
CCRO3,7/31/2016,62869119,14.61,0.13454,33069448256,0.06389
CCRO3,8/31/2016,105799495,13.31,0.13841,30897776000,0.06711
